,ID,Words,Predicted labels
5933,NER_5934,के,other
5934,NER_5935,व्यापार,other
5935,NER_5936,पर,other
5936,NER_5937,समाज,other
5937,NER_5938,के,other
5938,NER_5939,सभी,other
5939,NER_5940,वर्गों,other
5940,NER_5941,की,other
5941,NER_5942,ही,other
5942,NER_5943,पकड़,other
5943,NER_5944,है,other
5944,NER_5945,.,other
5945,NER_5946,newline,other
5946,NER_5947,उन्होंने,other
5947,NER_5948,एफएचएम,other
5948,NER_5949,को,other
5949,NER_5950,दिये,other
5950,NER_5951,एक,other
5951,NER_5952,साक्षात्कार,other
5952,NER_5953,में,other
5953,NER_5954,बताया,other
5954,NER_5955,कि,other
5955,NER_5956,जब,other
5956,NER_5957,वे,other
5957,NER_5958,मात्र,other
5958,NER_5959,13,number
5959,NER_5960,साल,other
5960,NER_5961,की,other
5961,NER_5962,थीं,other
5962,NER_5963,nan,other
5963,NER_5964,तब,other
5964,NER_5965,एक,other
5965,NER_5966,बदमाश,other
5966,NER_5967,आदमी,other
5967,NER_5968,के,other
5968,NER_5969,साथ,other
5969,NER_5970,उन्होंने,other
5970,NER_5971,अपना,other
5971,NER_5972,कौमार्य,other
5972,NER_5973,खो,other
5973,NER_5974,दिया,other
5974,NER_5975,.,other
5975,NER_5976,newline,other
5976,NER_5977,क़ादियां,other
5977,NER_5978,को,other
5978,NER_5979,अहमदिय्या,other
5979,NER_5980,मुस्लिम,other
5980,NER_5981,जमात,other
5981,NER_5982,की,other
5982,NER_5983,नींव,other
5983,NER_5984,रखने,other
5984,NER_5985,वाले,other
5985,NER_5986,मिर्ज़ा,other
5986,NER_5987,हादी,other
5987,NER_5988,बेग़,other
5988,NER_5989,का,other
5989,NER_5990,जन्मस्थान,other
5990,NER_5991,होने,other
5991,NER_5992,पर,other
5992,NER_5993,यह,other
5993,NER_5994,वैश्विक,other
5994,NER_5995,स्तर,other
5995,NER_5996,पर,other
5996,NER_5997,पहचान,other
5997,NER_5998,रखता,other
5998,NER_5999,है,other
5999,NER_6000,.,other
6000,NER_6001,newline,other
6001,NER_6002,यहां,location
6002,NER_6003,भारत,location
6003,NER_6004,इलेक्ट्रोनिक्स,other
6004,NER_6005,लि,other
6005,NER_6006,तथा,other
6006,NER_6007,अग्रिम,other
6007,NER_6008,स्तरीय,other
6008,NER_6009,दूरसंचार,other
6009,NER_6010,प्रशिक्षण,other
6010,NER_6011,केन्द्र,other
6011,NER_6012,स्थित,other
6012,NER_6013,है,other
6013,NER_6014,.,other
6014,NER_6015,newline,other
6015,NER_6016,इसलिए,other
6016,NER_6017,जो,other
6017,NER_6018,लोग,other
6018,NER_6019,हेपेटाइटिस,other
6019,NER_6020,से,other
6020,NER_6021,संक्रमित,other
6021,NER_6022,हो,other
6022,NER_6023,चुके,other
6023,NER_6024,हों,other
6024,NER_6025,nan,other
6025,NER_6026,वे,other
6026,NER_6027,हेपेटाइटिस,other
6027,NER_6028,डी,other
6028,NER_6029,से,other
6029,NER_6030,भी,other
6030,NER_6031,संक्रमित,other
6031,NER_6032,हो,other
6032,NER_6033,सकते,other
6033,NER_6034,हैं,other
6034,NER_6035,.,other
6035,NER_6036,newline,other
6036,NER_6037,हॉकी,other
6037,NER_6038,इंडिया,location
6038,NER_6039,भारत,location
6039,NER_6040,में,other
6040,NER_6041,हॉकी,other
6041,NER_6042,संचालन,other
6042,NER_6043,हेतु,other
6043,NER_6044,अंतरराष्ट्रीय,other
6044,NER_6045,हॉकी,other
6045,NER_6046,महासंघ,other
6046,NER_6047,और,other
6047,NER_6048,भारत,location
6048,NER_6049,सरकार,other
6049,NER_6050,से,other
6050,NER_6051,मान्यता,other
6051,NER_6052,प्राप्त,other
6052,NER_6053,बनाई,other
6053,NER_6054,गयी,other
6054,NER_6055,संस्था,other
6055,NER_6056,है,other
6056,NER_6057,.,other
6057,NER_6058,newline,other
6058,NER_6059,गाजुलपल्लॆ,other
6059,NER_6060,कर्नूलु,other
6060,NER_6061,में,other
6061,NER_6062,भारत,location
6062,NER_6063,के,other
6063,NER_6064,आन्ध्रप्रदेश,location
6064,NER_6065,राज्य,location
6065,NER_6066,के,other
6066,NER_6067,अन्तर्गत,other
6067,NER_6068,के,other
6068,NER_6069,कर्नूलु,other
6069,NER_6070,जिले,location
6070,NER_6071,का,other
6071,NER_6072,एक,other
6072,NER_6073,गांव,location
6073,NER_6074,है,other
6074,NER_6075,.,other
6075,NER_6076,newline,other
6076,NER_6077,इस,other
6077,NER_6078,जांच,other
6078,NER_6079,nan,other
6079,NER_6080,पर,other
6080,NER_6081,जारी,other
6081,NER_6082,है,other
6082,NER_6083,गंभीर,other
6083,NER_6084,उड़ान,other
6084,NER_6085,डेटा,other
6085,NER_6086,के,other
6086,NER_6087,अभाव,other
6087,NER_6088,और,other
6088,NER_6089,प्रत्यक्षदर्शी,other
6089,NER_6090,खातों,other
6090,NER_6091,या,other
6091,NER_6092,रडार,other
6092,NER_6093,पटरियों,other
6093,NER_6094,की,other
6094,NER_6095,कमी,other
6095,NER_6096,से,other
6096,NER_6097,प्रभावित,other
6097,NER_6098,है,other
6098,NER_6099,.,other
6099,NER_6100,newline,other
6100,NER_6101,भटवा,other
6101,NER_6102,भागली,other
6102,NER_6103,में,other
6103,NER_6104,भारत,location
6104,NER_6105,के,other
6105,NER_6106,बिहार,location
6106,NER_6107,राज्य,location
6107,NER_6108,के,other
6108,NER_6109,अन्तर्गत,other
6109,NER_6110,मगध,other
6110,NER_6111,मण्डल,location
6111,NER_6112,के,other
6112,NER_6113,औरंगाबाद,location
6113,NER_6114,जिले,location
6114,NER_6115,का,other
6115,NER_6116,एक,other
6116,NER_6117,गांव,location
6117,NER_6118,है,other
6118,NER_6119,.,other
6119,NER_6120,newline,other
6120,NER_6121,एवलिन,other
6121,NER_6122,लक्ष्मी,other
6122,NER_6123,शर्मा,other
6123,NER_6124,एक,other
6124,NER_6125,भारतीय,other
6125,NER_6126,-,other
6126,NER_6127,जर्मन,other
6127,NER_6128,फिल्म,other
6128,NER_6129,अभिनेत्री,other
6129,NER_6130,हैं,other
6130,NER_6131,.,other
6131,NER_6132,newline,other
6132,NER_6133,कनखल,other
6133,NER_6134,में,other
6134,NER_6135,अनेक,other
6135,NER_6136,उद्यान,other
6136,NER_6137,हैं,other
6137,NER_6138,जिनमें,other
6138,NER_6139,केला,other
6139,NER_6140,nan,other
6140,NER_6141,आलूबुखारा,other
6141,NER_6142,nan,other
6142,NER_6143,लीची,other
6143,NER_6144,nan,other
6144,NER_6145,आडू,other
6145,NER_6146,nan,other
6146,NER_6147,चकई,other
6147,NER_6148,nan,other
6148,NER_6149,लुकाट,other
6149,NER_6150,आदि,other
6150,NER_6151,फल,other
6151,NER_6152,भारी,other
6152,NER_6153,मात्रा,other
6153,NER_6154,में,other
6154,NER_6155,उत्पन्न,other
6155,NER_6156,होते,other
6156,NER_6157,हैं,other
6157,NER_6158,.,other
6158,NER_6159,newline,other
6159,NER_6160,सूर्य,other
6160,NER_6161,केंद्र,other
6161,NER_6162,में,other
6162,NER_6163,nan,other
6163,NER_6164,चन्द्र,other
6164,NER_6165,सूर्य,other
6165,NER_6166,के,other
6166,NER_6167,दक्षिण,location
6167,NER_6168,पूर्व,other
6168,NER_6169,में,other
6169,NER_6170,आग्नेय,other
6170,NER_6171,nan,other
6171,NER_6172,मंगल,other
6172,NER_6173,सूर्य,other
6173,NER_6174,केदक्षिण,other
6174,NER_6175,में,other
6175,NER_6176,nan,other
6176,NER_6177,बुध,other
6177,NER_6178,सूर्य,other
6178,NER_6179,केउत्तर,other
6179,NER_6180,पूर्व,other
6180,NER_6181,इर्शान,other
6181,NER_6182,कोण,other
6182,NER_6183,nan,other
6183,NER_6184,बृहस्पति,other
6184,NER_6185,सूर्य,other
6185,NER_6186,केउत्तर,other
6186,NER_6187,में,other
6187,NER_6188,nan,other
6188,NER_6189,शुक्र,other
6189,NER_6190,सूर्य,other
6190,NER_6191,केपूर्व,other
6191,NER_6192,में,other
6192,NER_6193,nan,other
6193,NER_6194,शनि,other
6194,NER_6195,सूर्य,other
6195,NER_6196,केपश्चिम,other
6196,NER_6197,में,other
6197,NER_6198,nan,other
6198,NER_6199,राहु,other
6199,NER_6200,सूर्य,other
6200,NER_6201,केदक्षिण,other
6201,NER_6202,-,other
6202,NER_6203,पश्चिम,other
6203,NER_6204,में,other
6204,NER_6205,नैऋत्य,other
6205,NER_6206,और,other
6206,NER_6207,केतु,other
6207,NER_6208,सूर्य,other
6208,NER_6209,केउत्तर,other
6209,NER_6210,-,other
6210,NER_6211,पश्चिम,other
6211,NER_6212,में,other
6212,NER_6213,वायव्य,other
6213,NER_6214,में,other
6214,NER_6215,स्थित,other
6215,NER_6216,होते,other
6216,NER_6217,हैं,other
6217,NER_6218,.,other
6218,NER_6219,newline,other
6219,NER_6220,यह,other
6220,NER_6221,मुख्य,other
6221,NER_6222,रूप,name
6222,NER_6223,से,other
6223,NER_6224,हमसफर,other
6224,NER_6225,नामक,other
6225,NER_6226,धारावाहिक,other
6226,NER_6227,के,other
6227,NER_6228,कारण,other
6228,NER_6229,जानी,other
6229,NER_6230,जाती,other
6230,NER_6231,हैं,other
6231,NER_6232,.,other
6232,NER_6233,newline,other
6233,NER_6234,मधुक,other
6234,NER_6235,क्लीतक,other
6235,NER_6236,nan,other
6236,NER_6237,जेठीमध,other
6237,NER_6238,तथा,other
6238,NER_6239,लिकोरिस,other
6239,NER_6240,इसके,other
6240,NER_6241,अन्य,other
6241,NER_6242,नाम,name
6242,NER_6243,हैं,other
6243,NER_6244,.,other
6244,NER_6245,newline,other
6245,NER_6246,वाजपेयी,other
6246,NER_6247,महात्मा,other
6247,NER_6248,गांधी,other
6248,NER_6249,अन्तरराष्ट्रीय,other
6249,NER_6250,हिन्दी,other
6250,NER_6251,विश्वविद्यालय,other
6251,NER_6252,nan,other
6252,NER_6253,वर्धा,location
6253,NER_6254,के,other
6254,NER_6255,उपकुलपति,other
6255,NER_6256,भी,other
6256,NER_6257,रह,other
6257,NER_6258,चुके,other
6258,NER_6259,हैं,other
6259,NER_6260,.,other
6260,NER_6261,newline,other
6261,NER_6262,अर्दबील,other
6262,NER_6263,प्रान्त,other
6263,NER_6264,फ़ारसी,other
6264,NER_6265,استان,other
6265,NER_6266,اردبیل,other
6266,NER_6267,‎,other
6267,NER_6268,nan,other
6268,NER_6269,ओस्तान,other
6269,NER_6270,-,other
6270,NER_6271,ए,other
6271,NER_6272,-,other
6272,NER_6273,अल्बोर्ज़,other
6273,NER_6274,उच्चारण,other
6274,NER_6275,अर,other
6275,NER_6276,दबील,other
6276,NER_6277,अंग्रेज़ी,other
6277,NER_6278,ईरान,location
6278,NER_6279,के,other
6279,NER_6280,३१,number
6280,NER_6281,प्रान्तों,other
6281,NER_6282,में,other
6282,NER_6283,से,other
6283,NER_6284,एक,other
6284,NER_6285,है,other
6285,NER_6286,जो,other
6286,NER_6287,उस,other
6287,NER_6288,देश,other
6288,NER_6289,के,other
6289,NER_6290,पश्चिमोत्तरी,other
6290,NER_6291,भाग,other
6291,NER_6292,में,other
6292,NER_6293,स्थित,other
6293,NER_6294,है,other
6294,NER_6295,.,other
6295,NER_6296,newline,other
6296,NER_6297,यह,other
6297,NER_6298,अपना,other
6298,NER_6299,100,other
6299,NER_6300,वां,other
6300,NER_6301,विकेट,other
6301,NER_6302,पाकिस्तान,other
6302,NER_6303,के,other
6303,NER_6304,खिलाफ,other
6304,NER_6305,मैच,other
6305,NER_6306,के,other
6306,NER_6307,दौरान,other
6307,NER_6308,प्राप्त,other
6308,NER_6309,किए,other
6309,NER_6310,थे,other
6310,NER_6311,.,other
6311,NER_6312,newline,other
6312,NER_6313,मिथिलेश,other
6313,NER_6314,कटियार,other
6314,NER_6315,nan,other
6315,NER_6316,भारत,location
6316,NER_6317,के,other
6317,NER_6318,उत्तर,location
6318,NER_6319,प्रदेश,location
6319,NER_6320,की,other
6320,NER_6321,पंद्रहवी,other
6321,NER_6322,विधानसभा,other
6322,NER_6323,सभा,other
6323,NER_6324,में,other
6324,NER_6325,विधायक,other
6325,NER_6326,रहे,other
6326,NER_6327,रहीं,other
6327,NER_6328,.,other
6328,NER_6329,newline,other
6329,NER_6330,2012,other
6330,NER_6331,उत्तर,location
6331,NER_6332,प्रदेश,location
6332,NER_6333,विधान,other
6333,NER_6334,सभा,other
6334,NER_6335,चुनाव,other
6335,NER_6336,में,other
6336,NER_6337,इन्होंने,other
6337,NER_6338,उत्तर,location
6338,NER_6339,प्रदेश,location
6339,NER_6340,की,other
6340,NER_6341,मुहम्,other
6341,NER_6342,‍,other
6342,NER_6343,मदाबाद,other
6343,NER_6344,गोहना,other
6344,NER_6345,अ,other
6345,NER_6346,जा,other
6346,NER_6347,विधान,other
6347,NER_6348,सभा,other
6348,NER_6349,निर्वाचन,other
6349,NER_6350,क्षेत्र,other
6350,NER_6351,निर्वाचन,other
6351,NER_6352,संख्या,other
6352,NER_6353,-,other
6353,NER_6354,355,other
6354,NER_6355,से,other
6355,NER_6356,चुनाव,other
6356,NER_6357,जीता,other
6357,NER_6358,.,other
6358,NER_6359,newline,other
6359,NER_6360,कन्नेपल्लि,other
6360,NER_6361,nan,other
6361,NER_6362,तिर्यानि,other
6362,NER_6363,मण्डल,location
6363,NER_6364,में,other
6364,NER_6365,भारत,location
6365,NER_6366,के,other
6366,NER_6367,आन्ध्रप्रदेश,location
6367,NER_6368,राज्य,location
6368,NER_6369,के,other
6369,NER_6370,अन्तर्गत,other
6370,NER_6371,के,other
6371,NER_6372,अदिलाबादु,other
6372,NER_6373,जिले,location
6373,NER_6374,का,other
6374,NER_6375,एक,other
6375,NER_6376,गांव,location
6376,NER_6377,है,other
6377,NER_6378,.,other
6378,NER_6379,newline,other
6379,NER_6380,लोककथाओं,other
6380,NER_6381,के,other
6381,NER_6382,मुताबिक,other
6382,NER_6383,सात,other
6383,NER_6384,पहाड़ियां,other
6384,NER_6385,ऋषबद्री,other
6385,NER_6386,पर्वत,other
6386,NER_6387,का,other
6387,NER_6388,हिस्सा,other
6388,NER_6389,हैं,other
6389,NER_6390,जो,other
6390,NER_6391,उस,other
6391,NER_6392,वक्त,other
6392,NER_6393,धरती,location
6393,NER_6394,पर,other
6394,NER_6395,गिर,other
6395,NER_6396,गया,other
6396,NER_6397,था,other
6397,NER_6398,जब,other
6398,NER_6399,रामायण,other
6399,NER_6400,की,other
6400,NER_6401,पौराणिक,other
6401,NER_6402,लड़ाई,other
6402,NER_6403,के,other
6403,NER_6404,दौरान,other
6404,NER_6405,लक्ष्मण,other
6405,NER_6406,गंभीर,other
6406,NER_6407,रूप,name
6407,NER_6408,से,other
6408,NER_6409,घायल,other
6409,NER_6410,होकर,other
6410,NER_6411,मूर्छित,other
6411,NER_6412,पड़े,other
6412,NER_6413,थे,other
6413,NER_6414,और,other
6414,NER_6415,उन्हें,other
6415,NER_6416,बचाने,other
6416,NER_6417,के,other
6417,NER_6418,लिए,other
6418,NER_6419,भगवान,other
6419,NER_6420,हनुमान,location
6420,NER_6421,मृत,other
6421,NER_6422,संजीवनी,other
6422,NER_6423,और,other
6423,NER_6424,अन्य,other
6424,NER_6425,जड़ी,other
6425,NER_6426,-,other
6426,NER_6427,बूटियों,other
6427,NER_6428,के,other
6428,NER_6429,साथ,other
6429,NER_6430,इस,other
6430,NER_6431,पहाड़ी,other
6431,NER_6432,को,other
6432,NER_6433,लेकर,other
6433,NER_6434,लंका,location
6434,NER_6435,जा,other
6435,NER_6436,रहे,other
6436,NER_6437,थे,other
6437,NER_6438,.,other
6438,NER_6439,newline,other
6439,NER_6440,इनके,other
6440,NER_6441,द्वारा,other
6441,NER_6442,रचित,other
6442,NER_6443,एक,other
6443,NER_6444,जीवनी,other
6444,NER_6445,गुरु,other
6445,NER_6446,गोमके,other
6446,NER_6447,पंडित,other
6447,NER_6448,रघुनाथ,other
6448,NER_6449,मुर्मू,other
6449,NER_6450,के,other
6450,NER_6451,लिये,other
6451,NER_6452,उन्हें,other
6452,NER_6453,सन्,other
6453,NER_6454,2006,number
6454,NER_6455,में,other
6455,NER_6456,साहित्य,other
6456,NER_6457,अकादमी,other
6457,NER_6458,पुरस्कार,other
6458,NER_6459,से,other
6459,NER_6460,सम्मानित,other
6460,NER_6461,किया,other
6461,NER_6462,गया,other
6462,NER_6463,.,other
6463,NER_6464,newline,other
6464,NER_6465,नवलगढ़,other
6465,NER_6466,विधानसभा,other
6466,NER_6467,क्षेत्र,other
6467,NER_6468,राजस्थान,other
6468,NER_6469,में,other
6469,NER_6470,झुंझुनू,other
6470,NER_6471,जिले,location
6471,NER_6472,में,other
6472,NER_6473,स्थित,other
6473,NER_6474,विधान,other
6474,NER_6475,सभा,other
6475,NER_6476,क्षेत्र,other
6476,NER_6477,है,other
6477,NER_6478,.,other
6478,NER_6479,newline,other
6479,NER_6480,चाती,other
6480,NER_6481,एक,other
6481,NER_6482,प्रकार,other
6482,NER_6483,की,other
6483,NER_6484,झोपड़ी,other
6484,NER_6485,है,other
6485,NER_6486,जो,other
6486,NER_6487,अलकनंदा,other
6487,NER_6488,नदी,other
6488,NER_6489,के,other
6489,NER_6490,तट,other
6490,NER_6491,पर,other
6491,NER_6492,स्थित,other
6492,NER_6493,है,other
6493,NER_6494,.,other
6494,NER_6495,newline,other
6495,NER_6496,इस,other
6496,NER_6497,शहर,other
6497,NER_6498,में,other
6498,NER_6499,कई,other
6499,NER_6500,खड्ड,location
6500,NER_6501,हैं,other
6501,NER_6502,.,other
6502,NER_6503,newline,other
6503,NER_6504,ज्ञान,other
6504,NER_6505,प्रकाश,other
6505,NER_6506,आधुनिक,other
6506,NER_6507,दक्षिण,location
6507,NER_6508,एशियाई,other
6508,NER_6509,इतिहास,other
6509,NER_6510,nan,other
6510,NER_6511,तुलनात्मक,other
6511,NER_6512,उपनिवेशवाद,other
6512,NER_6513,और,other
6513,NER_6514,उत्तर,location
6514,NER_6515,औपनिवेशिक,other
6515,NER_6516,सिद्धांत,other
6516,NER_6517,nan,other
6517,NER_6518,शहरी,other
6518,NER_6519,इतिहास,other
6519,NER_6520,nan,other
6520,NER_6521,विश्व,other
6521,NER_6522,इतिहास,other
6522,NER_6523,nan,other
6523,NER_6524,और,other
6524,NER_6525,विज्ञान,other
6525,NER_6526,के,other
6526,NER_6527,इतिहास,other
6527,NER_6528,पर,other
6528,NER_6529,लिखते,other
6529,NER_6530,है,other
6530,NER_6531,.,other
6531,NER_6532,newline,other
6532,NER_6533,गंगिरि,other
6533,NER_6534,अतरौली,other
6534,NER_6535,nan,other
6535,NER_6536,अलीगढ़,location
6536,NER_6537,nan,other
6537,NER_6538,उत्तर,location
6538,NER_6539,प्रदेश,location
6539,NER_6540,स्थित,other
6540,NER_6541,एक,other
6541,NER_6542,गांव,location
6542,NER_6543,है,other
6543,NER_6544,.,other
6544,NER_6545,newline,other
6545,NER_6546,गांव,location
6546,NER_6547,से,other
6547,NER_6548,सबसे,other
6548,NER_6549,नज़दीकी,other
6549,NER_6550,शहर,other
6550,NER_6551,अमरेली,other
6551,NER_6552,है,other
6552,NER_6553,.,other
6553,NER_6554,newline,other
6554,NER_6555,इसे,other
6555,NER_6556,लायन्स,other
6556,NER_6557,गेट,other
6557,NER_6558,का,other
6558,NER_6559,शीर्षक,other
6559,NER_6560,द,other
6560,NER_6561,लायन्स,other
6561,NER_6562,पर्वत,other
6562,NER_6563,चोटियों,other
6563,NER_6564,के,other
6564,NER_6565,नाम,name
6565,NER_6566,पर,other
6566,NER_6567,दिया,other
6567,NER_6568,गया,other
6568,NER_6569,है,other
6569,NER_6570,.,other
6570,NER_6571,newline,other
6571,NER_6572,2014,other
6572,NER_6573,में,other
6573,NER_6574,इसको,other
6574,NER_6575,ईरान,location
6575,NER_6576,के,other
6576,NER_6577,क्षेर्तों,other
6577,NER_6578,में,other
6578,NER_6579,शामिल,other
6579,NER_6580,किया,other
6580,NER_6581,गया,other
6581,NER_6582,.,other
6582,NER_6583,newline,other
6583,NER_6584,11,number
6584,NER_6585,नवम्बर,other
6585,NER_6586,2013,other
6586,NER_6587,को,other
6587,NER_6588,इसका,other
6588,NER_6589,प्रथम,other
6589,NER_6590,प्रसारण,other
6590,NER_6591,किया,other
6591,NER_6592,गया,other
6592,NER_6593,.,other
6593,NER_6594,newline,other
6594,NER_6595,लिंजिर,other
6595,NER_6596,nan,other
6596,NER_6597,सांरगढ,other
6597,NER_6598,मण्डल,location
6598,NER_6599,में,other
6599,NER_6600,भारत,location
6600,NER_6601,के,other
6601,NER_6602,छत्तीसगढ़,other
6602,NER_6603,राज्य,location
6603,NER_6604,के,other
6604,NER_6605,अन्तर्गत,other
6605,NER_6606,रायगढ़,location
6606,NER_6607,जिले,location
6607,NER_6608,का,other
6608,NER_6609,एक,other
6609,NER_6610,गांव,location
6610,NER_6611,है,other
6611,NER_6612,.,other
6612,NER_6613,newline,other
6613,NER_6614,ग़ुलाम,other
6614,NER_6615,अली,name
6615,NER_6616,पाकिस्तान,other
6616,NER_6617,के,other
6617,NER_6618,एक,other
6618,NER_6619,ग़जल,other
6619,NER_6620,गायक,other
6620,NER_6621,तथा,other
6621,NER_6622,हिन्दुस्तानी,other
6622,NER_6623,शास्त्रीय,other
6623,NER_6624,संगीत,other
6624,NER_6625,के,other
6625,NER_6626,पटियाला,location
6626,NER_6627,घराने,other
6627,NER_6628,के,other
6628,NER_6629,जाने,other
6629,NER_6630,माने,other
6630,NER_6631,गायक,other
6631,NER_6632,तथा,other
6632,NER_6633,संगीतकार,other
6633,NER_6634,हैं,other
6634,NER_6635,.,other
6635,NER_6636,newline,other
6636,NER_6637,2012,other
6637,NER_6638,उत्तर,location
6638,NER_6639,प्रदेश,location
6639,NER_6640,विधान,other
6640,NER_6641,सभा,other
6641,NER_6642,चुनाव,other
6642,NER_6643,में,other
6643,NER_6644,इन्होंने,other
6644,NER_6645,उत्तर,location
6645,NER_6646,प्रदेश,location
6646,NER_6647,की,other
6647,NER_6648,रामपुर,location
6648,NER_6649,मनिहारन,other
6649,NER_6650,अ,other
6650,NER_6651,जा,other
6651,NER_6652,विधान,other
6652,NER_6653,सभा,other
6653,NER_6654,निर्वाचन,other
6654,NER_6655,क्षेत्र,other
6655,NER_6656,निर्वाचन,other
6656,NER_6657,संख्या,other
6657,NER_6658,-,other
6658,NER_6659,6,number
6659,NER_6660,से,other
6660,NER_6661,चुनाव,other
6661,NER_6662,जीता,other
6662,NER_6663,.,other
6663,NER_6664,newline,other
6664,NER_6665,स्कन्द,other
6665,NER_6666,पुराण,other
6666,NER_6667,में,other
6667,NER_6668,इनकी,other
6668,NER_6669,अर्चना,other
6669,NER_6670,का,other
6670,NER_6671,स्तोत्र,other
6671,NER_6672,शीतलाष्टक,other
6672,NER_6673,के,other
6673,NER_6674,रूप,name
6674,NER_6675,में,other
6675,NER_6676,प्राप्त,other
6676,NER_6677,होता,other
6677,NER_6678,है,other
6678,NER_6679,.,other
6679,NER_6680,newline,other
6680,NER_6681,इसके,other
6681,NER_6682,सीमान्त,other
6682,NER_6683,प्रान्त,other
6683,NER_6684,हैं,other
6684,NER_6685,ग्रानडा,other
6685,NER_6686,nan,other
6686,NER_6687,मूर्सिया,other
6687,NER_6688,nan,other
6688,NER_6689,एलिसाण्ट,other
6689,NER_6690,nan,other
6690,NER_6691,वैलिन्सिया,other
6691,NER_6692,nan,other
6692,NER_6693,क्युएन्सा,other
6693,NER_6694,nan,other
6694,NER_6695,सियुदाद,other
6695,NER_6696,रियल,other
6696,NER_6697,और,other
6697,NER_6698,जैईन,other
6698,NER_6699,.,other
6699,NER_6700,newline,other
6700,NER_6701,नीली,other
6701,NER_6702,जाति,other
6702,NER_6703,में,other
6703,NER_6704,अपने,other
6704,NER_6705,पूर्वजों,other
6705,NER_6706,से,other
6706,NER_6707,शायद,other
6707,NER_6708,ही,other
6708,NER_6709,कोई,other
6709,NER_6710,बदलाव,other
6710,NER_6711,आया,other
6711,NER_6712,nan,other
6712,NER_6713,जबकि,other
6713,NER_6714,काली,other
6714,NER_6715,जाति,other
6715,NER_6716,को,other
6716,NER_6717,ख़ुद,location
6717,NER_6718,को,other
6718,NER_6719,खुले,other
6719,NER_6720,मैदानों,other
6720,NER_6721,के,other
6721,NER_6722,अनुरूप,other
6722,NER_6723,ढालना,other
6723,NER_6724,पड़ा,other
6724,NER_6725,.,other
6725,NER_6726,newline,other
6726,NER_6727,जनसंख्या,other
6727,NER_6728,-,other
6728,NER_6729,36,number
6729,NER_6730,nan,other
6730,NER_6731,25,number
6731,NER_6732,nan,other
6732,NER_6733,471,other
6733,NER_6734,2001,number
6734,NER_6735,जनगणना,other
6735,NER_6736,.,other
6736,NER_6737,newline,other
6737,NER_6738,अगर,other
6738,NER_6739,साफ,other
6739,NER_6740,शब्दों,other
6740,NER_6741,में,other
6741,NER_6742,कहा,other
6742,NER_6743,जाए,other
6743,NER_6744,तो,other
6744,NER_6745,स्वीडन,location
6745,NER_6746,सूचना,other
6746,NER_6747,अधिकार,other
6747,NER_6748,कानून,other
6748,NER_6749,की,other
6749,NER_6750,जननी,other
6750,NER_6751,है,other
6751,NER_6752,nan,other
6752,NER_6753,उससे,other
6753,NER_6754,भी,other
6754,NER_6755,महान,other
6755,NER_6756,स्वीडन,location
6756,NER_6757,का,other
6757,NER_6758,संविधान,other
6758,NER_6759,है,other
6759,NER_6760,nan,other
6760,NER_6761,जिसने,other
6761,NER_6762,पूरी,other
6762,NER_6763,दुनिया,other
6763,NER_6764,में,other
6764,NER_6765,पुराना,other
6765,NER_6766,संविधान,other
6766,NER_6767,होने,other
6767,NER_6768,का,other
6768,NER_6769,दावा,other
6769,NER_6770,किया,other
6770,NER_6771,nan,other
6771,NER_6772,जिसमें,other
6772,NER_6773,सूचना,other
6773,NER_6774,का,other
6774,NER_6775,अधिकार,other
6775,NER_6776,को,other
6776,NER_6777,अपने,other
6777,NER_6778,दामन,other
6778,NER_6779,समेटे,other
6779,NER_6780,हुए,other
6780,NER_6781,लोकतंत्र,other
6781,NER_6782,को,other
6782,NER_6783,परिभाषित,other
6783,NER_6784,किया,other
6784,NER_6785,गया,other
6785,NER_6786,है,other
6786,NER_6787,.,other
6787,NER_6788,newline,other
6788,NER_6789,इसके,other
6789,NER_6790,अन्य,other
6790,NER_6791,आम,other
6791,NER_6792,नामों,other
6792,NER_6793,में,other
6793,NER_6794,बोआब,other
6794,NER_6795,nan,other
6795,NER_6796,बोआबोआ,other
6796,NER_6797,nan,other
6797,NER_6798,बोतल,other
6798,NER_6799,वृक्ष,other
6799,NER_6800,nan,other
6800,NER_6801,उल्टा,other
6801,NER_6802,पेड़,other
6802,NER_6803,तथा,other
6803,NER_6804,बंदर,other
6804,NER_6805,रोटी,other
6805,NER_6806,पेड़,other
6806,NER_6807,आदि,other
6807,NER_6808,नाम,name
6808,NER_6809,शामिल,other
6809,NER_6810,हैं,other
6810,NER_6811,.,other
6811,NER_6812,newline,other
6812,NER_6813,चंपारण,location
6813,NER_6814,का,other
6814,NER_6815,नाम,name
6815,NER_6816,चंपा,other
6816,NER_6817,अरण्य,other
6817,NER_6818,से,other
6818,NER_6819,बना,other
6819,NER_6820,है,other
6820,NER_6821,जिसका,other
6821,NER_6822,अर्थ,other
6822,NER_6823,होता,other
6823,NER_6824,है,other
6824,NER_6825,-,other
6825,NER_6826,चम्,other
6826,NER_6827,‍,other
6827,NER_6828,पा,other
6828,NER_6829,के,other
6829,NER_6830,पेड़ों,other
6830,NER_6831,से,other
6831,NER_6832,आच्,other
6832,NER_6833,‍,other
6833,NER_6834,छादित,other
6834,NER_6835,जंगल,other
6835,NER_6836,.,other
6836,NER_6837,newline,other
6837,NER_6838,भानगढ़,other
6838,NER_6839,दुर्ग,location
